City/area,Microterritorial Unit,Category,Sub-category,Indicator,Year,Value,Unit,Comments,Source,DOI,URL
London,,Urban Characteristics,demography,Population,2001,7322400,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
London,,Urban Characteristics,demography,Population,2006,7546600,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
London,,Urban Characteristics,demography,Population,2011,8173941,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Urban Characteristics,demography,Population,2001,9635000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Urban Characteristics,demography,Population,2006,9761000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Urban Characteristics,demography,Population,2011,9889000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Manila,,Urban Characteristics,demography,Population,2000,9932560,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Manila,,Urban Characteristics,demography,Population,2000,10000000,,,Urban Metabolism of Six Asian Cities,978-92-9254-659-5,https://archive.metabolismofcities.org/publication/224
Manila,,Urban Characteristics,demography,Population,2005,10787300,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Manila,,Urban Characteristics,demography,Population,2010,11855975,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mexico City,,Urban Characteristics,demography,Population,2001,8591309,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mexico City,,Urban Characteristics,demography,Population,2006,8720916,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mexico City,,Urban Characteristics,demography,Population,2011,8851080,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Moscow,,Urban Characteristics,demography,Population,2002,10382754,habitants,indicated as 2001 in the publication.,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Moscow,,Urban Characteristics,demography,Population,2010,11503501,habitants,indicated as 2011 in the publication.,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Urban Characteristics,demography,Population,2001,11978000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Urban Characteristics,demography,Population,2006,12200000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Urban Characteristics,demography,Population,2011,12478447,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
New York,,Urban Characteristics,demography,Population,2000,21491898,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
New York,,Urban Characteristics,demography,Population,2005,22034147,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
New York,,Urban Characteristics,demography,Population,2010,22214518,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Osaka,,Urban Characteristics,demography,Population,2000,17000046,habitants,Wikipedia,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Osaka,,Urban Characteristics,demography,Population,2010,17089000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris,,Demographics,General,Population,1999,10952,"n",,The physical structure of urban economies - comparative assessment,,https://archive.metabolismofcities.org/publication/192
Paris,,Urban Characteristics,demography,Population,2001,11114790,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris,,Urban Characteristics,demography,Population,2003,2166000,habitants,,Urban Metabolism of Paris and Its Region,10.1111/j.1530-9290.2009.00169.x,https://archive.metabolismofcities.org/publication/69
Paris,,Urban Characteristics,demography,Population,2005,11532400,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris,,Urban Characteristics,demography,Population,2006,11532400,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris,,Urban Characteristics,demography,Population,2011,11852851,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris and its dense urban Petite couronne suburbs,,Urban Characteristics,demography,Population,2003,6321000,habitants,,Urban Metabolism of Paris and Its Region,10.1111/j.1530-9290.2009.00169.x,https://archive.metabolismofcities.org/publication/69
Rio de Janeiro,,Urban Characteristics,demography,Population,2000,10869255,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Urban Characteristics,demography,Population,2006,11534047,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Urban Characteristics,demography,Population,2010,11909897,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Urban Characteristics,demography,Population,2000,17882322,habitants,indicated as 2001 in the publication,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Urban Characteristics,demography,Population,2006,19189471,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Urban Characteristics,demography,Population,2010,19822559,habitants,indicated as 2011 in the publication,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Seoul,,Urban Characteristics,demography,Population,2000,21000000,,,Urban Metabolism of Six Asian Cities,978-92-9254-659-5,https://archive.metabolismofcities.org/publication/224
Seoul,,Urban Characteristics,demography,Population,2002,10280523,habitants,Brinkhoff,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Seoul,,Urban Characteristics,demography,Population,2006,10358560,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Seoul,,Urban Characteristics,demography,Population,2011,10528774,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Seoul-Incheon,,Demographics,General,Population,2000,21354,"n",,The physical structure of urban economies - comparative assessment,,https://archive.metabolismofcities.org/publication/192
Shanghai,,Urban Characteristics,demography,Population,2000,16400000,,,Urban Metabolism of Six Asian Cities,978-92-9254-659-5,https://archive.metabolismofcities.org/publication/224
Shanghai,,Demographics,General,Population,2000,16086,"n",,The physical structure of urban economies - comparative assessment,,https://archive.metabolismofcities.org/publication/192
Shanghai,,Urban Characteristics,demography,Population,2001,16683300,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Shanghai,,Urban Characteristics,demography,Population,2006,19641100,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Shanghai,,Urban Characteristics,demography,Population,2011,23474600,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Shenzhen,,Urban Characteristics,demography,Population,2001,7245700,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Shenzhen,,Urban Characteristics,demography,Population,2006,8711000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Shenzhen,,Urban Characteristics,demography,Population,2011,10467400,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Tehran,,Urban Characteristics,demography,Population,2001,10617046,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Tehran,,Urban Characteristics,demography,Population,2006,11063613,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Tehran,,Urban Characteristics,demography,Population,2011,12183391,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Tokyo,,Urban Characteristics,demography,Population,2000,33418366,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Tokyo,,Urban Characteristics,demography,Population,2010,35622000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Vienna,,Urban Characteristics,demography,Population,1800,230,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Urban Characteristics,demography,Population,1801,232,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Urban Characteristics,demography,Population,1802,234,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Urban Characteristics,demography,Population,1803,236,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Urban Characteristics,demography,Population,1804,238,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Urban Characteristics,demography,Population,1805,240,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Urban Characteristics,demography,Population,1806,242,1000 inhabitants,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
